domain,oldCategory,oldSubCategory,reason,reasonCode,appPresence,monthlyVisits,monthlyVisitsFormatted,trafficBand,techCount,region
tdsat.gov.in,Telecom,General,Government/Academic/Non-Profit domain (tdsat.gov.in),domain_tld,No App,15988,16K,<50K,,India
cablecommunity.com,Manufacturing,Heavy Industry,Non-D2C category: Manufacturing,non_d2c_category,No App,15984,16K,<50K,,India
ethirajcollege.edu.in,Schools & Universities,University,Government/Academic/Non-Profit domain (ethirajcollege.edu.in),domain_tld,No App,15970,16K,<50K,,India
toonworld.in,Private Equity & Venture Capital,Venture Capital,Non-D2C category: Private Equity & Venture Capital,non_d2c_category,No App,15958,16K,<50K,,India
jalaun.nic.in,Government & Public Sector,Municipal & Local,Government/Academic/Non-Profit domain (jalaun.nic.in),domain_tld,No App,15954,16K,<50K,,India
csu-jaipur.edu.in,Schools & Universities,University,Government/Academic/Non-Profit domain (csu-jaipur.edu.in),domain_tld,No App,15949,15.9K,<50K,,India
ourpuneourbudget.in,Government & Public Sector,Municipal & Local,Non-D2C category: Government & Public Sector,non_d2c_category,No App,15947,15.9K,<50K,,India
unitedcoloursofbetta.in,Web Hosting & Domains,CDN & Performance,Non-D2C category: Web Hosting & Domains,non_d2c_category,No App,15945,15.9K,<50K,,India
crimsonenergy.in,Aerospace & Defense,General,Non-D2C category: Aerospace & Defense,non_d2c_category,No App,15945,15.9K,<50K,,India
asdm.co.in,Construction & Building Materials,Cement & Concrete,Non-D2C category: Construction & Building Materials,non_d2c_category,No App,15945,15.9K,<50K,,India
geckkd.ac.in,Schools & Universities,University,Government/Academic/Non-Profit domain (geckkd.ac.in),domain_tld,No App,15941,15.9K,<50K,,India
itmgoi.in,Schools & Universities,General,Non-D2C category: Schools & Universities,non_d2c_category,No App,15933,15.9K,<50K,,India
vestaimmigration.in,Construction & Building Materials,Cement & Concrete,Non-D2C category: Construction & Building Materials,non_d2c_category,No App,15929,15.9K,<50K,,India
vikrangroup.com,Government & Public Sector,Regulatory Body,Non-D2C category: Government & Public Sector,non_d2c_category,No App,15926,15.9K,<50K,,India
icitirupati.in,Government & Public Sector,Regulatory Body,Non-D2C category: Government & Public Sector,non_d2c_category,No App,15922,15.9K,<50K,,India
ivolunteer.com.ph,NGO & Non-Profit,General,Non-D2C category: NGO & Non-Profit,non_d2c_category,No App,15921,15.9K,<50K,,Philippines
nipfp.org.in,International & Diplomatic Organizations,Multilateral Development Banks,Government/Academic/Non-Profit domain (nipfp.org.in),domain_tld,No App,15917,15.9K,<50K,,India
host.co.in,Web Hosting & Domains,Shared Hosting,Non-D2C category: Web Hosting & Domains,non_d2c_category,No App,15903,15.9K,<50K,,India
mdcollege.in,Schools & Universities,University,Non-D2C category: Schools & Universities,non_d2c_category,No App,15901,15.9K,<50K,,India
aloysius.vic.edu.au,EdTech,General,Government/Academic/Non-Profit domain (aloysius.vic.edu.au),domain_tld,No App,15897,15.9K,<50K,,Australia
thesafetymaster.com,Manufacturing,General,Non-D2C category: Manufacturing,non_d2c_category,No App,15896,15.9K,<50K,,India
edslash.com,AI & Data Science,General,Non-D2C category: AI & Data Science,non_d2c_category,No App,15892,15.9K,<50K,,India
egreenwatch.nic.in,Government & Public Sector,Public Services,Government/Academic/Non-Profit domain (egreenwatch.nic.in),domain_tld,No App,15878,15.9K,<50K,,India
indialeadersforsocialsector.com,NGO & Non-Profit,Social Enterprise,Non-D2C category: NGO & Non-Profit,non_d2c_category,No App,15876,15.9K,<50K,,India
chennaicampus.com,Schools & Universities,General,Non-D2C category: Schools & Universities,non_d2c_category,No App,15874,15.9K,<50K,,India
easyrewardz.com,SaaS & B2B,ERP (Enterprise Resource Planning),Non-D2C category: SaaS & B2B,non_d2c_category,No App,15871,15.9K,<50K,,India
wanderingearl.com,Nuclear & Atomic Energy,General,Non-D2C category: Nuclear & Atomic Energy,non_d2c_category,No App,15869,15.9K,<50K,,US
nobilitasinfotech.com,Construction & Building Materials,Infrastructure,Non-D2C category: Construction & Building Materials,non_d2c_category,No App,15865,15.9K,<50K,,Global
kinchit.org,NGO & Non-Profit,Charity,Non-D2C category: NGO & Non-Profit,non_d2c_category,No App,15863,15.9K,<50K,,India
damgoodfish.com,Aquaculture & Fisheries,Shrimp & Shellfish,Non-D2C category: Aquaculture & Fisheries,non_d2c_category,No App,15862,15.9K,<50K,,India
srijan.org.in,Home & Living,Hardware Store,Government/Academic/Non-Profit domain (srijan.org.in),domain_tld,No App,15860,15.9K,<50K,,India
raprocure.com,Manufacturing,Heavy Industry,Non-D2C category: Manufacturing,non_d2c_category,No App,15859,15.9K,<50K,,India
kanpursmartcity.org,Government & Public Sector,Municipal & Local,Non-D2C category: Government & Public Sector,non_d2c_category,No App,15858,15.9K,<50K,,India
jbcnschool.edu.in,EdTech,K-12 School,Government/Academic/Non-Profit domain (jbcnschool.edu.in),domain_tld,No App,15856,15.9K,<50K,,India
nanorh.com,Manufacturing,Heavy Industry,Non-D2C category: Manufacturing,non_d2c_category,No App,15856,15.9K,<50K,,India
arunachalaenterprises.in,Construction & Building Materials,Tiles & Flooring,Non-D2C category: Construction & Building Materials,non_d2c_category,No App,15853,15.9K,<50K,,India
meglabour.gov.in,Government & Public Sector,Regulatory Body,Government/Academic/Non-Profit domain (meglabour.gov.in),domain_tld,No App,15852,15.9K,<50K,,India
jecc.ac.in,Schools & Universities,General,Government/Academic/Non-Profit domain (jecc.ac.in),domain_tld,No App,15852,15.9K,<50K,,India
genesisglobalschool.edu.in,EdTech,Skill Development,Government/Academic/Non-Profit domain (genesisglobalschool.edu.in),domain_tld,No App,15849,15.8K,<50K,,India
bukharibooks.com,Printing & Packaging,Digital Printing,Non-D2C category: Printing & Packaging,non_d2c_category,No App,15845,15.8K,<50K,,Global
aarvex.com,Wholesale & Distribution,General,Non-D2C category: Wholesale & Distribution,non_d2c_category,No App,15841,15.8K,<50K,,Global
deeshrimpsindia.in,Aquaculture & Fisheries,General,Non-D2C category: Aquaculture & Fisheries,non_d2c_category,No App,15838,15.8K,<50K,,India
mgims.ac.in,Health & Wellness Services,Alternative Medicine (Ayurveda; TCM; Homeopathy),Government/Academic/Non-Profit domain (mgims.ac.in),domain_tld,No App,15837,15.8K,<50K,,India
serverok.in,Construction & Building Materials,Infrastructure,Non-D2C category: Construction & Building Materials,non_d2c_category,No App,15836,15.8K,<50K,,India
saiinternational.edu.in,Schools & Universities,K-12 School,Government/Academic/Non-Profit domain (saiinternational.edu.in),domain_tld,No App,15831,15.8K,<50K,,India
vizagvolunteers.org,NGO & Non-Profit,Charity,Non-D2C category: NGO & Non-Profit,non_d2c_category,No App,15818,15.8K,<50K,,India
bsf.pe,Construction & Building Materials,Paint & Coatings,Non-D2C category: Construction & Building Materials,non_d2c_category,No App,15816,15.8K,<50K,,Global
jisuniversity.ac.in,Pharmacy & Optical,Pharmacy,Government/Academic/Non-Profit domain (jisuniversity.ac.in),domain_tld,No App,15807,15.8K,<50K,,India
iht.edu.in,Agriculture,Crop Production,Government/Academic/Non-Profit domain (iht.edu.in),domain_tld,No App,15804,15.8K,<50K,,India
indbiz.gov.in,Jewelry,General,Government/Academic/Non-Profit domain (indbiz.gov.in),domain_tld,No App,15799,15.8K,<50K,,India
pghartsmedia.org,NGO & Non-Profit,Foundation,Non-D2C category: NGO & Non-Profit,non_d2c_category,No App,15799,15.8K,<50K,,Global
vmhschool.com,Schools & Universities,K-12 School,Non-D2C category: Schools & Universities,non_d2c_category,No App,15791,15.8K,<50K,,Global
endercloud.in,Web Hosting & Domains,Cloud & VPS,Non-D2C category: Web Hosting & Domains,non_d2c_category,No App,15789,15.8K,<50K,,India
serc.res.in,Government & Public Sector,Tax & Revenue,Non-D2C category: Government & Public Sector,non_d2c_category,No App,15789,15.8K,<50K,,India
abvimas.org,Schools & Universities,Vocational & Trade School,Non-D2C category: Schools & Universities,non_d2c_category,No App,15773,15.8K,<50K,,Global
lloydsengg.in,Manufacturing,General,Non-D2C category: Manufacturing,non_d2c_category,No App,15771,15.8K,<50K,,India
yogapeace.org,Government & Public Sector,Central Government,Non-D2C category: Government & Public Sector,non_d2c_category,No App,15769,15.8K,<50K,,India
dainikbharat24.com,NGO & Non-Profit,General,Non-D2C category: NGO & Non-Profit,non_d2c_category,No App,15762,15.8K,<50K,,US
coralbees.com,Professional Services,Marketing & Advertising,Non-D2C category: Professional Services,non_d2c_category,No App,15756,15.8K,<50K,,India
digichefs.com,Professional Services,Marketing & Advertising,Non-D2C category: Professional Services,non_d2c_category,No App,15752,15.8K,<50K,,India
shreecheharcorporation.com,Construction & Building Materials,Cement & Concrete,Non-D2C category: Construction & Building Materials,non_d2c_category,No App,15742,15.7K,<50K,,India
vh-info.com,SaaS & B2B,Marketing Automation,Non-D2C category: SaaS & B2B,non_d2c_category,No App,15733,15.7K,<50K,,US
bagpat.nic.in,Government & Public Sector,Municipal & Local,Government/Academic/Non-Profit domain (bagpat.nic.in),domain_tld,No App,15726,15.7K,<50K,,India
dailysarkariresults.com,Government & Public Sector,Defense & Military,Non-D2C category: Government & Public Sector,non_d2c_category,No App,15725,15.7K,<50K,,Global
madhavuniversity.edu.in,Schools & Universities,University,Government/Academic/Non-Profit domain (madhavuniversity.edu.in),domain_tld,No App,15722,15.7K,<50K,,India
datamaticsbpm.com,Professional Services,Accounting & Tax,Non-D2C category: Professional Services,non_d2c_category,No App,15721,15.7K,<50K,,US
nfscnagpur.nic.in,Government & Public Sector,Central Government,Government/Academic/Non-Profit domain (nfscnagpur.nic.in),domain_tld,No App,15714,15.7K,<50K,,India
amc.edu.in,Health & Wellness Services,General,Government/Academic/Non-Profit domain (amc.edu.in),domain_tld,No App,15706,15.7K,<50K,,India
azad.in,Aerospace & Defense,General,Non-D2C category: Aerospace & Defense,non_d2c_category,No App,15705,15.7K,<50K,,India
ksmv.ac.in,EdTech,General,Government/Academic/Non-Profit domain (ksmv.ac.in),domain_tld,No App,15703,15.7K,<50K,,India
avatarmeherbabatrust.org,NGO & Non-Profit,Charity,Non-D2C category: NGO & Non-Profit,non_d2c_category,No App,15699,15.7K,<50K,,Global
sainiksuvidha.in,Government & Public Sector,Tax & Revenue,Non-D2C category: Government & Public Sector,non_d2c_category,No App,15694,15.7K,<50K,,India
presscouncil.nic.in,News & Media,General,Government/Academic/Non-Profit domain (presscouncil.nic.in),domain_tld,No App,15691,15.7K,<50K,,India
petrotechsafety.com,Manufacturing,Electronics Manufacturing (EMS),Non-D2C category: Manufacturing,non_d2c_category,No App,15686,15.7K,<50K,,India
mmhapu.ac.in,EdTech,Online Courses,Government/Academic/Non-Profit domain (mmhapu.ac.in),domain_tld,No App,15683,15.7K,<50K,,India
mlnmc.edu.in,Health & Wellness Services,Physical Therapy & Rehab,Government/Academic/Non-Profit domain (mlnmc.edu.in),domain_tld,No App,15679,15.7K,<50K,,India
encureit.com,AI & Data Science,NLP & Conversational AI,Non-D2C category: AI & Data Science,non_d2c_category,No App,15678,15.7K,<50K,,US
gyanshree.in,Schools & Universities,K-12 School,Non-D2C category: Schools & Universities,non_d2c_category,No App,15672,15.7K,<50K,,India
thenewviews.com,Construction & Building Materials,Cement & Concrete,Non-D2C category: Construction & Building Materials,non_d2c_category,No App,15652,15.7K,<50K,,Global
theoceangroup.co.in,Manufacturing,Heavy Industry,Non-D2C category: Manufacturing,non_d2c_category,No App,15645,15.6K,<50K,,India
candidroot.com,Wholesale & Distribution,General,Non-D2C category: Wholesale & Distribution,non_d2c_category,No App,15644,15.6K,<50K,,India
sggg.in,NGO & Non-Profit,Charity,Non-D2C category: NGO & Non-Profit,non_d2c_category,No App,15638,15.6K,<50K,,India
vizagtourism.org.in,Travel & Ticketing,General,Government/Academic/Non-Profit domain (vizagtourism.org.in),domain_tld,No App,15629,15.6K,<50K,,India
clouddatacenter.events,Data Center & Infrastructure,Hyperscale Data Centers,Non-D2C category: Data Center & Infrastructure,non_d2c_category,No App,15628,15.6K,<50K,,Global
collectiveartists.com,Cooperatives & Community Commerce,General,Non-D2C category: Cooperatives & Community Commerce,non_d2c_category,No App,15619,15.6K,<50K,,India
villgro.org,NGO & Non-Profit,Social Enterprise,Non-D2C category: NGO & Non-Profit,non_d2c_category,No App,15619,15.6K,<50K,,India
kmvjalandhar.ac.in,Schools & Universities,University,Government/Academic/Non-Profit domain (kmvjalandhar.ac.in),domain_tld,No App,15615,15.6K,<50K,,India
dnhsecheron.com,Manufacturing,Heavy Industry,Non-D2C category: Manufacturing,non_d2c_category,No App,15612,15.6K,<50K,,Global
nit.edu.pk,Schools & Universities,Professional Institute,Government/Academic/Non-Profit domain (nit.edu.pk),domain_tld,No App,15612,15.6K,<50K,,US
peoplesuniversity.edu.in,Health & Wellness Services,General,Government/Academic/Non-Profit domain (peoplesuniversity.edu.in),domain_tld,No App,15608,15.6K,<50K,,India
advantecwheels.com,Manufacturing,General,Non-D2C category: Manufacturing,non_d2c_category,No App,15604,15.6K,<50K,,India
mtlexs.com,Import/Export & Trade,General,Non-D2C category: Import/Export & Trade,non_d2c_category,No App,15602,15.6K,<50K,,India
rajouri.nic.in,Government & Public Sector,Municipal & Local,Government/Academic/Non-Profit domain (rajouri.nic.in),domain_tld,No App,15594,15.6K,<50K,,India
parijatagrochemicals.com,Chemicals & Petrochemicals,Agrochemicals & Fertilizers,Non-D2C category: Chemicals & Petrochemicals,non_d2c_category,No App,15589,15.6K,<50K,,Global
anuvaad.org.in,Coworking & Office Space,Incubator,Government/Academic/Non-Profit domain (anuvaad.org.in),domain_tld,No App,15588,15.6K,<50K,,India
motherteresa.org,NGO & Non-Profit,Charity,Non-D2C category: NGO & Non-Profit,non_d2c_category,No App,15584,15.6K,<50K,,US
shashitharoor.in,Government & Public Sector,Central Government,Non-D2C category: Government & Public Sector,non_d2c_category,No App,15574,15.6K,<50K,,India
japaneselanguagecourses.com,Construction & Building Materials,Cement & Concrete,Non-D2C category: Construction & Building Materials,non_d2c_category,No App,15574,15.6K,<50K,,India
glocaluniversity.edu.in,Construction & Building Materials,Infrastructure,Government/Academic/Non-Profit domain (glocaluniversity.edu.in),domain_tld,No App,15568,15.6K,<50K,,India
luxinnerwear.com,Construction & Building Materials,Infrastructure,Non-D2C category: Construction & Building Materials,non_d2c_category,No App,15558,15.6K,<50K,,Global
pdilin.com,Chemicals & Petrochemicals,General,Non-D2C category: Chemicals & Petrochemicals,non_d2c_category,No App,15545,15.5K,<50K,,India
prakashplastics.in,Rubber; Plastics & Composites,General,Non-D2C category: Rubber; Plastics & Composites,non_d2c_category,No App,15544,15.5K,<50K,,India
caiml.org,AI & Data Science,Responsible AI & Ethics Tools,Non-D2C category: AI & Data Science,non_d2c_category,No App,15537,15.5K,<50K,,Global
hpsolan.nic.in,Government & Public Sector,Municipal & Local,Government/Academic/Non-Profit domain (hpsolan.nic.in),domain_tld,No App,15536,15.5K,<50K,,India
avcoe.org,Schools & Universities,University,Non-D2C category: Schools & Universities,non_d2c_category,No App,15531,15.5K,<50K,,India
odishatax.gov.in,Government & Public Sector,General,Government/Academic/Non-Profit domain (odishatax.gov.in),domain_tld,No App,15522,15.5K,<50K,,India
oilexpeller.com,Manufacturing,Machinery,Non-D2C category: Manufacturing,non_d2c_category,No App,15512,15.5K,<50K,,India
godda.nic.in,Government & Public Sector,Municipal & Local,Government/Academic/Non-Profit domain (godda.nic.in),domain_tld,No App,15511,15.5K,<50K,,India
citrusbug.com,AI & Data Science,NLP & Conversational AI,Non-D2C category: AI & Data Science,non_d2c_category,No App,15505,15.5K,<50K,,US
musclescience.in,Web Hosting & Domains,CDN & Performance,Non-D2C category: Web Hosting & Domains,non_d2c_category,No App,15505,15.5K,<50K,,India
firstbitsolutions.com,AI & Data Science,General,Non-D2C category: AI & Data Science,non_d2c_category,No App,15503,15.5K,<50K,,India
gcek.ac.in,Schools & Universities,University,Government/Academic/Non-Profit domain (gcek.ac.in),domain_tld,No App,15495,15.5K,<50K,,India
presentations.gov.in,Government & Public Sector,Public Services,Government/Academic/Non-Profit domain (presentations.gov.in),domain_tld,No App,15488,15.5K,<50K,,India
gmcnashik.edu.in,Health & Wellness Services,General,Government/Academic/Non-Profit domain (gmcnashik.edu.in),domain_tld,No App,15487,15.5K,<50K,,India
